"","roll_belt","pitch_belt","yaw_belt","total_accel_belt","gyros_belt_x","gyros_belt_y","gyros_belt_z","accel_belt_x","accel_belt_y","accel_belt_z","magnet_belt_x","magnet_belt_y","magnet_belt_z","roll_arm","pitch_arm","yaw_arm","total_accel_arm","gyros_arm_x","gyros_arm_y","gyros_arm_z","accel_arm_x","accel_arm_y","accel_arm_z","magnet_arm_x","magnet_arm_y","magnet_arm_z","roll_dumbbell","pitch_dumbbell","yaw_dumbbell","total_accel_dumbbell","gyros_dumbbell_x","gyros_dumbbell_y","gyros_dumbbell_z","accel_dumbbell_x","accel_dumbbell_y","accel_dumbbell_z","magnet_dumbbell_x","magnet_dumbbell_y","magnet_dumbbell_z","roll_forearm","pitch_forearm","yaw_forearm","total_accel_forearm","gyros_forearm_x","gyros_forearm_y","gyros_forearm_z","accel_forearm_x","accel_forearm_y","accel_forearm_z","magnet_forearm_x","magnet_forearm_y","magnet_forearm_z","classe"
"8322",115,16.9,-5.61,17,0.19,0.13,-0.11,-23,63,-156,8,603,-313,-76.7,-24.9,46.1,37,2.1,-1.09,1.12,117,-180,-291,507,-169,-398,40.65198667,24.20007838,109.0133548,9,-0.37,0.22,0.25,20,33,74,-438,444,-36,28.9,4.07,-84.2,16,0.4,-1.86,-0.66,-39,153,9,-84,716,551,"B"
"16748",127,26.4,5.79,18,-0.59,0.06,-0.59,-23,58,-164,-14,600,-354,1.87,-42.9,-42.4,28,-6.34,2.09,-0.43,130,82,227,595,153,360,-26.59320677,19.03700307,124.1009098,10,0.32,-0.21,-0.05,18,-25,90,497,-547,-63,164,63.5,179,24,-0.59,2.26,0.89,-178,67,-145,-652,31,466,"E"
"18168",9.99,-7.18,-77.7,6,0.27,-0.14,-0.18,30,53,-9,112,538,-460,0,0,0,35,0.14,0.08,-0.18,-259,180,-129,-396,405,432,35.3,-58.6,-86,33,0.96,-0.74,-1.18,-181,113,-248,-552,269,58,168,28.8,-142,33,0.39,-3.28,0.16,-64,-245,-201,-383,-361,271,"E"
"7509",127,-43.5,164,18,0.08,0.11,-0.2,51,44,-161,160,610,-303,12.9,63.4,-37,28,0.98,-1.08,1.2,-274,-27,14,-246,363,541,54.86307037,-29.18608015,-93.27479593,17,0.1,-0.11,0.08,-48,87,-134,-541,279,82,0,0,0,28,0.92,0.87,0.48,-270,-66,-22,-88,-616,50,"B"
"14127",1.26,6.51,-93.7,3,0,0,-0.05,-17,4,24,-6,600,-312,62.6,-31.9,34.6,12,-2.15,0.63,-0.75,56,40,-93,688,-144,278,38.81931779,-10.83595455,116.6183088,2,0.03,0.03,-0.07,-2,7,17,-543,296,-1,146,49.4,133,34,0.21,3.56,0.84,-91,272,-179,-665,499,602,"D"
"10117",1.31,2.42,-88.2,2,0,0.02,0.05,-6,2,23,38,564,-439,91.2,-39.6,16.9,20,2.86,-0.64,0.21,103,84,-148,713,-26,115,73.28151018,63.68119842,46.2264958,1,-0.16,-0.03,0.16,8,9,6,-489,158,277,178,15.1,-5.23,29,-0.31,-3.2,0.2,193,89,188,510,-367,-15,"C"
"3973",0.55,4.77,-88.2,4,0.02,0.02,0,-13,4,39,45,623,-311,0,0,0,26,-3.05,1.62,-0.54,-150,202,-45,370,281,489,48.75364175,-51.12534404,-82.66127913,29,0.56,-0.03,-0.59,-141,135,-212,-542,319,-7,147,52.4,179,31,-0.18,0.9,-0.21,-227,-24,-200,-594,-54,431,"A"
"10369",1.51,7.08,-93,3,0.03,0.02,-0.05,-19,3,22,3,603,-318,83.5,16,112,32,-0.02,-0.06,0.11,-281,97,-107,-339,378,517,-66.70784252,-18.29881388,86.99058939,3,0.05,-0.05,-0.13,-5,-17,21,-584,223,4,165,46.8,-175,28,0.32,-0.61,-0.03,-202,4,-181,-636,32,458,"C"
"8142",115,18.3,-7.68,17,0.14,0.11,-0.13,-17,62,-153,8,611,-314,-27.9,15.8,-64.2,19,1.54,-1.19,0.61,-169,-44,57,106,285,587,40.14455821,2.521230998,116.8468046,8,-0.1,0.5,0.36,2,31,73,-467,402,-73,35.7,15.5,-69.8,10,-0.1,0.02,-0.08,-68,67,-1,-152,732,544,"B"
"11938",126,-42.4,166,18,0.1,0.11,-0.18,46,44,-161,173,600,-318,20.8,2.2,-12,10,2.07,-1.3,1.61,-72,20,63,419,267,459,112.9276843,7.912984593,-43.33778219,21,-0.32,0.75,0.39,16,183,-85,-225,534,171,0,0,0,41,1.33,0.26,0.87,-2,401,2,-98,767,669,"C"
"8495",116,16.3,-5.59,17,0.13,0.1,-0.2,-20,62,-157,12,598,-321,-79.6,-28.2,43.1,36,1.48,-1.01,1.12,130,-161,-289,538,-134,-393,24.09445469,126.7911458,-17.99343624,2,-0.14,1.12,-0.1,16,4,-3,-280,551,-86,23.3,-2.99,-68.2,6,-0.26,0.75,-0.05,-26,39,28,-36,696,617,"B"
"8614",117,15.2,-3.01,17,0.14,0.13,-0.15,-18,63,-158,23,606,-309,-34.3,-17.7,-23,8,-2.12,0.55,1.12,43,-48,-47,694,78,178,-107.6632893,-34.20058522,34.20058522,2,-0.02,-0.08,-0.13,-8,-21,8,-389,477,-44,-49.3,17.1,160,46,-0.75,2.67,0.61,-388,-228,6,-524,-234,201,"B"
"2269",0.77,4.78,-87.9,4,-0.02,0,0.02,-14,3,40,52,635,-308,0,0,0,39,-0.1,-0.08,0.05,-287,163,-196,-431,463,331,46.8380616,-50.62282882,-84.66407981,31,0.35,0.13,-0.43,-145,135,-224,-553,295,-8,49.7,-62.7,166,33,-0.02,-0.02,-0.05,239,102,-200,130,538,684,"A"
"7295",-0.11,5.13,-88.4,5,0.02,0,-0.02,-13,4,44,49,636,-286,0,0,0,46,1.93,-1.03,0.05,95,-49,-435,496,-238,-406,105.8490226,-22.34016153,-45.25561112,35,0.35,0.05,-0.61,-76,299,-150,-167,560,136,158,7.5,77.7,34,0.4,-0.9,-0.05,195,197,-177,7,670,717,"B"
"2595",1.71,7.4,-93.9,3,0,0,-0.02,-21,3,22,-2,605,-317,-136,12.7,-166,34,-0.02,0.02,-0.03,-289,110,-122,-366,333,514,128.4275391,-3.997868712,28.35610634,3,-0.14,-0.16,0.08,-1,24,7,-504,351,-14,18.1,-63.6,-142,36,0.02,-0.02,-0.02,194,202,-213,-13,656,481,"A"
"12602",1.59,1.32,-88.2,2,-0.13,0.05,-0.02,-4,4,16,29,564,-437,96.1,-15.4,24.7,20,3.42,-1.57,0.02,37,186,-38,636,77,290,-101.5169348,-38.22207697,-38.22207697,5,-0.03,-0.24,0.08,-18,-41,-18,-504,126,275,180,13,39.4,32,-0.03,3.37,0.54,103,244,174,381,-24,-118,"C"
"17019",136,7.9,54.4,19,-0.03,0.11,-0.56,-11,61,-174,44,587,-366,-40.5,-5.5,-57.9,13,1.14,-0.61,0.66,-81,-53,89,326,179,562,-95.19427184,-36.65527956,-47.36580493,3,0.02,-0.03,0.05,-11,-25,-14,-341,515,-22,-36.8,43.5,-77.9,24,0.74,-3.6,-1.03,-235,24,31,-688,376,518,"E"
"2225",0.52,5.32,-88,5,0,0,-0.02,-14,2,45,52,638,-307,0,0,0,38,0.06,-0.02,0.1,-275,159,-202,-426,459,341,46.28782073,-50.42836105,-85.27536104,31,0.34,0.14,-0.38,-145,134,-226,-561,298,0,46.3,-65.2,169,35,0,0.26,-0.54,254,114,-194,138,527,695,"A"
"2384",0.17,5.78,-88.3,5,0.05,0,0,-18,3,47,49,634,-306,0,0,0,38,0,-0.05,0.05,-280,155,-191,-432,453,352,46.4827994,-49.90630168,-85.56227901,30,0.35,0.14,-0.36,-142,133,-224,-558,296,-9,49.7,-59.5,164,33,-0.02,0,0,231,105,-205,135,538,697,"A"
"1891",1.43,3.95,-87.4,3,0,-0.02,-0.07,-9,5,29,45,575,-431,75.1,22.4,100,31,-0.47,0.13,-0.11,-232,159,-109,-346,295,551,-72.97276562,-33.98369095,72.97276562,1,0.13,-0.37,-0.11,-4,-8,8,-411,247,313,153,-12.4,117,41,0.05,2.04,0.39,8,361,183,-422,1010,-481,"A"
"3139",0.83,6.86,-92.7,3,0.03,-0.02,-0.07,-16,1,28,8,611,-294,68.6,-23.7,52.3,16,-2.99,1.32,-0.43,-96,123,-35,471,159,455,-31.24954065,34.86118559,109.3288675,3,-0.02,-0.05,0.11,10,-9,26,-532,324,-41,63,35.2,127,28,0.14,-3.2,-0.79,-41,204,-176,-697,447,696,"A"
"16923",153,10.2,45.1,25,0.18,0.1,0.16,-17,43,-238,10,473,-517,-68.6,-30.1,8.36,23,-0.69,-0.59,1.28,128,-134,-128,731,-74,-53,125.9931686,27.18691566,14.70010832,4,-0.02,-0.08,0.05,11,39,6,-360,504,-31,-112,49.6,-134,49,-0.08,-1.11,-0.62,-442,-182,-8,-549,-197,207,"E"
"18490",139,-35.8,136,18,0.27,0.06,-0.44,42,35,-165,175,605,-296,-19.2,-14.6,-48.4,13,-0.31,-0.37,0.67,-58,-70,94,379,115,542,52.03588975,-29.57497427,-95.65757881,18,0.14,-0.03,-0.07,-51,87,-143,-541,302,47,0,0,0,54,1.11,0.59,1.18,-171,504,0,-432,763,538,"E"
"605",123,25.9,-3.7,19,-0.42,-0.05,-0.46,-41,68,-172,1,586,-370,-105,63.1,-136,20,-2.83,0.83,-0.05,115,27,156,116,313,578,40.1791989,40.1791989,98.477088,6,0.56,0.03,-0.11,23,23,49,524,-527,-155,106,27.8,96.2,36,0.48,-2.06,-0.48,32,322,-141,-415,777,676,"A"
"10102",0.68,2.16,-88.4,3,0.08,0,-0.03,-7,2,26,32,567,-431,86.7,-39.7,11.7,22,-2.41,0.42,-1.08,111,85,-164,735,-75,48,77.05444936,-40.93519194,-63.97841737,1,0.22,-0.08,-0.13,-4,7,-6,-493,165,265,171,10.9,-11.7,24,-0.61,2.73,0.3,153,13,183,527,-575,32,"C"
"7928",125,-43.7,167,18,0.13,0.11,-0.16,47,44,-160,168,603,-321,103,76.1,56.3,28,0.37,-0.56,0.84,-270,-35,-38,-269,342,545,114.9846985,20.11291523,-36.44792362,26,0.14,-0.1,-0.11,51,233,-91,-155,586,88,0,0,0,43,0.92,1,0.46,-15,416,-17,-163,792,649,"B"
"3197",1.23,7.92,-93,4,0.03,0,-0.02,-22,4,27,12,605,-302,72.3,-27.7,48.8,13,-2.73,1.11,-0.43,-52,108,-42,554,122,394,29.76707924,7.338941909,126.3669908,1,0,0,-0.02,1,4,13,-547,310,-24,64.9,59.5,118,24,0.31,-2.65,-0.57,-131,97,-168,-679,147,560,"A"
"6146",1.92,3.44,-88.3,2,-0.03,0.02,0.05,-9,1,16,38,563,-426,126,-26.6,-60,38,3.08,-1.27,0.38,107,41,-356,419,-165,-468,-96.65744287,-46.82127329,-35.23514204,4,-0.34,-0.45,0.31,-17,-31,-13,-480,200,275,-179,21,62.2,40,0.03,-2.92,-0.26,54,342,178,-226,825,-417,"B"
"4694",119,16.8,-0.68,18,0.03,0.11,-0.18,-21,60,-161,30,596,-329,-27.1,-8.86,-47.1,5,-1.3,0.32,0.25,-20,-48,4,514,163,414,-30.54819263,-5.014648505,126.0961497,2,0.27,0.1,-0.25,-1,-6,19,-493,368,-178,10.8,15.4,-84.4,20,-0.64,1.81,0.07,-151,120,55,-421,773,693,"A"
"2377",0.17,5.35,-88.3,4,0.02,0,-0.02,-13,1,42,48,631,-310,0,0,0,38,0.03,-0.02,-0.08,-281,155,-194,-418,451,356,46.44723596,-50.6362838,-84.96902548,30,0.35,0.16,-0.36,-144,133,-223,-558,293,-10,49.7,-60.1,164,33,0,-0.05,-0.03,232,102,-202,140,526,711,"A"
"5091",119,17.4,-1.21,18,0.11,0.13,-0.18,-23,68,-163,20,601,-323,-63.3,-30.1,-0.8,23,1.16,-0.87,0.89,143,-106,-136,734,-33,-13,33.83853107,12.10094412,120.9773567,3,-0.19,0.24,0.36,4,11,31,-492,372,-173,3.83,21.6,-123,28,0.19,-1.48,-0.38,-237,128,26,-549,693,638,"A"
"15555",119,16,-1.98,18,0.13,0.11,-0.18,-20,60,-165,21,602,-333,-38.7,-0.18,-51.1,12,-0.03,-0.43,0.92,-41,-31,111,360,199,515,109.225388,41.53224862,-22.37798097,5,-0.1,-0.18,-0.16,20,44,-11,-363,501,-49,13.4,64.5,-60,35,0.27,-0.72,-0.1,-318,110,35,-623,594,574,"D"
"1571",121,-43.5,172,17,0.1,0.11,-0.2,53,41,-155,162,605,-299,32.3,-16,-16.4,7,2.71,-1.36,0.75,50,-43,-14,690,92,239,61.47208922,-24.79500798,-89.33880474,17,0,0.16,-0.02,-40,94,-127,-543,296,20,0,0,0,47,0.39,2.86,1.12,-273,374,41,-688,557,794,"A"
"15253",124,-41.9,166,17,0.11,0.11,-0.13,47,44,-155,163,605,-295,-16.6,17,-77.8,21,-1.7,0.11,0.1,-192,-47,41,14,222,642,35.498267,-26.52028906,-112.0398383,18,-0.4,0.45,0.8,-46,61,-158,-605,161,1,0,0,0,48,1.35,-1.72,0,9,468,-29,-271,808,638,"D"
"13263",122,24.9,-5.27,20,-0.48,-0.05,-0.44,-47,70,-175,10,581,-374,-4.78,26,-32.8,29,-0.98,0.03,0.21,217,1,183,335,219,547,-49.30365267,5.798795519,107.3742407,11,0.72,-0.22,-0.38,6,-49,91,427,-608,-99,141,44.4,132,34,0.34,0.22,0.02,-175,211,-186,-685,439,497,"D"
"10429",0.99,6.27,-92.5,3,0.05,-0.02,0,-15,2,26,8,608,-299,73,4.28,116,30,-0.11,0.08,-0.21,-260,112,-75,-264,309,563,-133.7581931,-14.23658399,18.34513652,5,0,-0.06,-0.39,-7,-48,9,-578,235,3,138,7.88,99.2,43,-0.22,-1.7,-0.64,32,368,-201,-320,744,549,"C"
"2080",1.17,3.47,-88.6,3,0,0,-0.02,-7,4,28,28,571,-422,85,13.5,116,33,-0.14,-0.05,0.1,-240,168,-145,-394,322,512,-137.2374721,-10.15931806,-16.98462881,3,-0.06,-0.29,0.13,-3,-29,-5,-416,273,308,173,-6.65,26.5,34,0.05,3.81,0.48,184,215,185,544,-302,36,"A"
"8987",1.18,2.23,-88.9,3,-0.05,0,-0.05,-4,-1,27,36,571,-431,85.6,-0.39,78.7,30,3.2,-0.87,0.25,-201,210,-14,26,269,613,26.75686091,107.0176614,41.21572841,25,-0.24,-0.03,0.59,219,66,100,326,362,349,-179,13.7,47.1,41,0.16,4.14,1.23,143,343,162,245,238,-200,"B"
"2176",1.64,4.12,-89.3,2,-0.05,0,-0.07,-7,2,19,38,567,-441,81.6,-25.5,39,18,2.95,-1.32,0.2,30,166,-34,601,59,344,42.60882334,90.63541564,47.52889447,21,0.24,-0.45,-0.44,160,84,93,230,385,374,-177,26.4,115,37,-0.18,-1.27,-0.28,-118,280,205,-829,1270,-621,"A"
"5164",117,39.5,-6.54,19,-0.1,0.35,-0.21,-37,55,-173,16,588,-353,148,-34.1,115,33,0.39,-0.48,0.56,-306,-42,-87,-425,289,481,-91.71132267,-23.36598077,59.71766581,3,-0.06,0.11,-0.02,-7,-24,17,-537,303,-86,-0.56,-1.63,-82.4,1,-0.03,0.06,-0.02,4,-1,-3,72,607,452,"A"
"4823",119,15.9,0.94,17,0.19,0.11,-0.15,-22,62,-157,23,604,-326,-51.3,-38.9,7.47,23,1.06,-0.83,0.85,146,-110,-131,735,-37,-46,9.452654275,-9.452654275,143.6915003,2,0.26,0.14,-0.08,-2,2,21,-490,368,-167,34.2,0.92,-62.6,10,-0.55,1.35,0.18,-20,99,-1,-63,704,503,"A"
"16128",136,-33.2,129,16,0.26,0.16,-0.31,74,29,-136,175,616,-281,-31.8,-5.42,-69.1,19,3.36,-1.33,0.25,-175,-2,76,236,337,520,92.10948784,-38.67472312,-49.26575928,17,-1.25,1.98,0.67,-63,133,-79,-423,398,152,0,0,0,33,0.56,2.33,0.92,-319,-35,-39,-288,-521,65,"E"
"16969",138,8.11,55.1,19,0.06,0.11,0.38,-19,57,-180,36,580,-368,-45.5,-23,-25.9,10,-1.62,-0.03,0.71,29,-91,-16,662,46,272,-97.93326643,-56.2047752,-16.4719263,10,0.22,0.64,-0.3,-52,-81,-16,-476,394,-28,104,21.7,68.8,17,-0.47,1.14,0.03,-123,116,-19,-279,731,471,"E"
"5195",0.8,3.77,-88,4,-0.05,0,0.02,-15,4,41,43,638,-313,0,0,0,38,0.02,-0.03,-0.03,-279,159,-185,-415,432,383,55.46916491,-50.7096425,-77.215623,30,0.43,0.16,-0.56,-142,154,-204,-523,337,50,51,-40.5,158,34,0.02,-0.05,-0.03,237,114,-201,125,548,670,"A"
"12143",120,13.8,2.7,18,0.13,0.11,-0.18,-20,61,-161,26,597,-333,-44,30.4,-98.8,30,-1.73,-0.05,1.1,-292,-15,25,-275,303,584,-94.3910502,-51.77351648,32.0398588,7,0,0.26,-0.07,-33,-54,21,-463,398,10,-40.6,33.5,-163,42,-0.19,-0.63,-0.38,-401,-108,12,-686,185,409,"C"
"3209",1.34,7.58,-92.9,3,0.02,0.02,-0.03,-20,4,27,9,610,-303,132,-50.5,-42.8,37,-0.75,-0.27,1.12,107,-45,-339,683,-233,-234,6.656816378,0,150.4228163,2,0,0,-0.07,0,1,15,-537,302,-23,-40.6,81.2,14.4,28,0.58,1.94,0.57,-181,-71,-196,-487,-250,335,"A"
"7550",127,-43.3,163,18,0.1,0.11,-0.2,48,46,-162,162,602,-313,-133,-77.1,133,44,0.03,-0.61,0.79,60,-187,-381,266,-148,-558,106.777879,-7.603844485,-49.61559555,20,-0.4,1.08,-0.1,-15,173,-94,-349,475,125,0,0,0,44,1.27,0.08,0.3,-21,429,-19,-140,771,626,"B"
"14256",1.17,8.15,-93.8,3,0.06,0,-0.03,-21,3,19,8,600,-307,74.4,-39.1,34.7,12,-2.3,0.72,-1.02,12,62,-98,716,-133,247,124.7177761,14.26974268,28.84089792,2,0.02,-0.11,0.02,3,20,6,-530,331,-25,155,45.8,128,38,-0.06,-1.64,-0.46,-132,288,-196,-628,533,543,"D"
"2213",0.84,0.81,-88.9,3,-0.05,0,-0.03,-5,3,28,21,573,-417,131,-33.8,-45.8,44,-2.55,0.56,0.38,128,8,-415,520,-235,-385,-111.7484562,-6.664203286,44.7654846,3,-0.77,-0.29,0.72,-2,-27,13,-457,202,274,174,17.6,37.7,36,-0.43,-2.92,-0.43,100,306,154,13,534,-374,"A"
"4366",109,26.1,-17.3,17,0.13,0.1,-0.13,-23,63,-156,25,610,-312,-159,-71.8,28.1,32,0.22,-0.45,0.79,-298,-44,-73,-411,293,507,-115.017765,-17.57010908,37.7953313,5,-0.02,0.24,0.08,-9,-47,19,-559,273,-146,-3.33,-3.69,-82.5,1,-0.03,0.06,-0.05,3,-3,-6,75,593,454,"A"
"12668",122,25.1,-4.77,20,-0.43,-0.02,-0.43,-45,70,-174,16,586,-366,70.2,-63,141,29,1.88,-1.04,0.03,243,10,140,434,250,460,-6.520548288,14.94916908,140.7506211,11,0.35,-0.18,-0.07,16,-7,106,524,-519,-34,140,4.86,114,38,0.31,-2.31,-0.46,45,328,-162,-444,760,651,"C"
"15147",124,-45.4,172,17,0.1,0.03,-0.28,26,47,-161,151,614,-334,-72.2,-59,34.6,28,-1.04,-0.16,0.75,132,-124,-206,738,-83,-182,69.99787922,-25.12750427,-80.85895154,18,0.16,0.55,0,-44,114,-128,-497,362,59,0,0,0,40,1.08,0.88,0.41,-370,127,22,-637,6,451,"D"
"18032",-4.88,0.76,-87.6,3,-0.24,-0.32,-0.51,-11,-11,21,25,637,-285,0,0,0,14,0.24,-0.08,-0.05,-27,131,-21,390,175,530,52.86486147,-50.86229061,-79.3868018,29,0.32,0.19,-0.36,-140,145,-205,-526,308,67,136,9.28,102,34,-1.51,4.29,0.62,167,264,-128,-405,791,873,"E"
"17055",146,10.9,47.7,23,-0.03,0.18,0.26,-11,55,-214,30,519,-472,-83.1,-32,34.7,32,-1,0.02,0.1,152,-163,-215,630,-99,-296,-99.45100204,-49.9672752,-26.25388706,5,-0.06,1.01,-0.23,-24,-42,-13,-382,483,-15,-6.93,51.5,-91.8,30,-0.26,2.36,0.51,-273,112,14,-606,568,486,"E"
"3544",0.44,4.74,-87.8,5,0.1,0.02,0,-17,-1,42,49,626,-319,0,0,0,39,0.02,0.03,-0.03,-287,157,-192,-414,432,389,70.67679513,-44.04650258,-68.11684473,31,0.26,0.5,0.28,-130,198,-192,-506,361,36,55.7,-29,149,40,0.53,-1.33,-0.49,260,247,-146,63,623,679,"A"
"301",127,27,1.18,20,-0.4,-0.03,-0.41,-44,72,-179,7,577,-387,-145,-58.1,17.6,41,-1.85,0.37,-0.13,392,-13,70,722,53,138,-30.93262749,14.31842006,122.7915268,11,0.56,-0.11,-0.43,15,-32,99,494,-554,-33,86.7,4.82,107,35,-0.03,0.11,-0.21,136,249,-193,-182,756,621,"A"
"4421",113,22.6,-13.4,18,0.19,0.1,-0.11,-25,63,-159,22,605,-332,-93.6,-67.2,-62.7,31,0.31,-0.47,0.69,-293,-49,-67,-437,259,518,-59.83305974,-18.88756132,93.51070995,4,-0.11,0.13,0.13,-7,-21,30,-532,334,-145,10.7,17.2,-105,23,-0.08,0.08,-0.03,-194,108,3,-401,742,546,"A"
"2253",0.73,5.39,-87.8,5,0.03,0.02,0.02,-16,-1,43,55,632,-296,0,0,0,38,0,-0.02,0.03,-280,155,-198,-424,458,343,47.72537355,-49.63612524,-84.77710526,30,0.35,0.14,-0.36,-141,136,-222,-559,293,-3,47.8,-62.9,167,32,0.06,-0.02,0.3,237,80,-191,125,541,708,"A"
"7116",0.53,3.86,-87.9,5,0.06,0.02,0.03,-11,0,44,43,628,-311,0,0,0,42,2.26,-1.46,0.08,-321,256,-61,-325,462,404,70.05670776,-41.13975399,-70.96205648,30,0.67,-0.47,-1.07,-116,187,-189,-499,361,56,138,-5.16,78,39,-1.22,2.89,0.48,218,302,-90,-160,743,934,"B"
"10008",1.88,3.14,-88.2,2,-0.1,0,-0.03,-7,3,19,43,560,-425,75.6,-4.49,106,28,-2.3,0.67,-0.41,-203,189,-27,-178,281,610,-52.87254873,-10.10585825,-103.0461648,2,0.05,-0.05,0.02,-2,-10,-17,-495,159,255,-171,11.5,100,42,-0.37,2.26,0.92,-56,358,186,-606,1160,-551,"C"
"13133",122,25.8,-6.52,20,-0.4,-0.03,-0.49,-40,74,-174,-11,586,-372,63.1,39.8,0.1,36,-2.63,0.58,0.2,333,-9,102,671,125,246,-19.41531473,11.19331836,134.5969919,10,0.45,-0.16,-0.07,11,-19,96,511,-537,-87,134,39,126,34,0.29,-0.08,-0.05,-165,226,-179,-671,488,526,"D"
"9376",1.38,6.37,-92.8,3,0.02,0,0,-14,4,20,1,607,-306,61.7,-10.1,83.4,26,-3.15,1.04,-0.41,-208,138,23,158,216,593,112.1660237,43.73778005,9.559693465,17,-0.21,1.78,0.23,71,151,16,-154,605,-51,117,-24.4,108,37,-0.08,0.08,-0.16,140,246,-232,-159,708,450,"B"
"15740",1.12,4.76,-87.1,4,-0.02,0,-0.03,-15,2,40,57,630,-302,0,0,0,12,0.1,0,0.02,40,102,-36,542,70,422,58.20545349,-49.63384757,-75.63913238,29,0.29,0.16,-0.25,-136,157,-196,-491,344,82,146,29.9,131,30,-0.18,1.24,0.71,-128,225,-146,-659,504,691,"D"
"2885",1.17,7.28,-93.4,3,0.13,-0.03,0.02,-18,2,22,4,606,-306,-146,0.25,-176,34,-0.06,0.02,0.03,-286,115,-116,-348,335,524,88.43115401,-3.516537485,68.52237844,3,0,-0.13,-0.03,-1,22,18,-546,310,-32,48.1,-15.1,174,37,0.21,-2.78,-0.2,-60,300,-197,-592,606,569,"A"
"9796",1.06,2.91,-88.9,3,0.02,0,-0.05,-7,1,25,34,566,-434,135,-13.4,-91.5,47,-2.42,0.9,-0.15,2,10,-463,-53,-183,-553,-89.05793359,-66.29826238,-12.99380445,3,-0.02,-0.18,-0.16,-19,-24,-4,-477,125,310,-176,14.9,89,46,-0.06,-3.05,-0.25,-54,404,199,-582,1150,-544,"C"
"876",130,-39.4,160,18,0.1,0.1,-0.18,48,44,-166,168,599,-337,-159,71.1,165,29,0.16,-0.56,1.03,-278,-41,-45,-332,350,533,36.89952929,-30.12217634,-108.4873081,18,0.13,0.06,-0.03,-51,62,-152,-589,233,6,0,0,0,13,1.94,0.55,0.92,72,95,35,660,-162,10,"A"
"4819",119,16.1,0.63,18,0.16,0.11,-0.13,-20,64,-160,23,600,-320,-54.1,-40,12,25,0.79,-0.69,0.8,143,-119,-159,722,-49,-76,0,-14.70783554,142.3717971,3,0.27,0.1,-0.16,-4,0,27,-494,372,-145,32.6,5.07,-63.9,10,-0.43,1.33,0.3,-60,77,0,-138,743,545,"A"
"8977",0.85,3.26,-89.3,3,0.02,-0.02,-0.02,-9,2,28,31,570,-429,106,-29.3,-12.4,22,4.16,-1.86,-0.03,93,108,-163,737,-143,-89,-1.714817745,38.68158188,118.3559886,6,0.42,-0.45,-0.92,22,-1,54,-345,230,387,-177,18.6,82.6,49,-0.24,3.42,1.33,-37,449,153,-378,988,-491,"B"
"14937",124,-42.2,166,18,0.14,0.11,-0.15,48,46,-159,156,615,-296,-4.96,-22.3,-22.6,11,-1.28,-0.16,0.79,26,-65,77,596,51,372,72.16048203,-22.58439164,-79.88760397,18,0.22,0.24,-0.28,-40,118,-128,-489,361,64,0,0,0,47,0.96,-1.51,-0.02,-96,451,-55,-337,792,561,"D"
"11155",-0.33,7.06,-88.2,5,0.11,0,0.02,-14,3,43,57,633,-289,0,0,0,36,-0.05,-0.08,0.15,-265,159,-168,-335,428,433,78.90301566,-37.73763079,-64.41140868,30,0.74,-0.8,-1.15,-108,208,-176,-278,521,101,137,-5.29,105,34,0.71,-1,0.51,124,267,-155,-180,769,783,"C"
"10101",0.76,1.98,-88.4,3,0.05,0,-0.07,-3,2,28,40,572,-431,83.1,-36.2,24.6,18,-2.65,0.71,-1.43,73,102,-118,706,-39,138,77.05444936,-40.93519194,-63.97841737,1,0.22,-0.08,-0.13,-4,7,-6,-493,165,265,173,11.5,3.14,27,-0.35,3.12,0.26,157,99,193,558,-468,30,"C"
"9353",1.47,6.26,-92.7,3,-0.08,0,-0.02,-17,3,20,1,603,-306,65.9,-6.59,77.9,21,2.17,-0.85,-0.03,-147,142,-15,130,286,569,-138.0593449,-10.03690358,-16.10158137,5,-0.24,0.03,0.26,-5,-49,-8,-583,234,-27,115,-9.83,112,43,-0.03,2.18,0.38,12,336,-246,-319,710,462,"B"
"11627",127,-41.6,162,18,0.11,0.11,-0.16,50,45,-161,169,605,-306,-13.2,-26.3,-47.8,8,-0.85,-0.37,0.67,-1,-73,-12,601,56,345,53.21224635,-28.3101417,-95.30778669,18,0.21,-0.08,-0.34,-49,89,-143,-570,259,37,0,0,0,47,1.49,-0.79,0.61,-18,464,-25,-83,743,520,"C"
"19524",-8.19,1.74,-92.5,4,-0.06,-0.08,-0.39,1,-10,36,-20,624,-242,84.1,-16.1,60.2,20,2.59,-1.27,0.03,-78,172,40,355,249,490,87.05332693,32.03146555,59.71153635,18,0.18,-0.47,-0.11,56,136,100,-245,493,186,-168,41.3,-120,25,0.61,-3.36,-1.03,-83,-114,-197,-331,-433,188,"E"
"13932",-21.6,-2.74,-88.7,9,-0.13,-0.13,-0.52,-39,-2,84,-37,647,-242,114,-23.3,-41.3,38,3.29,-0.83,-0.05,107,27,-358,531,-159,-396,52.66002952,16.83261367,101.2450579,10,-0.4,0.56,0.03,16,48,81,-265,318,375,180,11.7,-40.9,23,-0.43,-4.13,-0.31,115,-89,172,458,-778,96,"D"
